93,33,1014,4,199.92,49.98
94,34,957,1,299.98,299.98
95,35,403,1,129.99,129.99
96,36,502,2,100,50
97,36,957,1,299.98,299.98
98,36,1004,1,399.98,399.98
99,37,365,1,59.99,59.99
100,37,906,4,99.96,24.99
101,38,627,4,159.96,39.99
102,38,502,4,200,50
103,39,1073,1,199.99,199.99
104,41,1014,4,199.92,49.98
105,41,825,4,127.96,31.99
106,42,627,1,39.99,39.99
107,42,365,5,299.95,59.99
108,42,1004,1,399.98,399.98
109,43,957,1,299.98,299.98
110,43,191,1,99.99,99.99
111,43,403,1,129.99,129.99
112,44,1004,1,399.98,399.98
113,45,627,5,199.95,39.99
114,45,627,4,159.96,39.99
115,45,924,5,79.95,15.99
116,45,365,1,59.99,59.99
117,46,403,1,129.99,129.99
118,46,1014,2,99.96,49.98
119,48,1014,1,49.98,49.98
120,48,886,2,49.98,24.99
121,49,957,1,299.98,299.98
122,49,365,2,119.98,59.99
123,49,403,1,129.99,129.99
124,50,403,1,129.99,129.99
125,50,957,1,299.98,299.98
126,51,502,1,50,50
127,51,1004,1,399.98,399.98
128,52,1014,5,249.9,49.98
129,52,1014,3,149.94,49.98
130,56,1073,1,199.99,199.99
131,56,1014,4,199.92,49.98
132,56,957,1,299.98,299.98
133,57,365,3,179.97,59.99
134,57,365,2,119.98,59.99
135,57,403,1,129.99,129.99
136,57,821,4,207.96,51.99
137,58,775,2,19.98,9.99
138,58,502,1,50,50
139,58,1004,1,399.98,399.98
140,58,1073,1,199.99,199.99
141,58,403,1,129.99,129.99
142,59,957,1,299.98,299.98
143,59,365,1,59.99,59.99
144,59,365,1,59.99,59.99
145,59,1073,1,199.99,199.99
146,61,365,2,119.98,59.99
147,61,365,2,119.98,59.99
148,61,191,4,399.96,99.99
149,62,1004,1,399.98,399.98
150,62,1004,1,399.98,399.98
151,62,957,1,299.98,299.98
152,62,502,1,50,50
153,63,1004,1,399.98,399.98
154,63,1014,2,99.96,49.98
155,63,1004,1,399.98,399.98
156,64,502,3,150,50
157,64,502,1,50,50
158,64,365,1,59.99,59.99
159,64,191,2,199.98,99.99
160,64,502,4,200,50
161,65,957,1,299.98,299.98
162,66,403,1,129.99,129.99
163,66,365,2,119.98,59.99
164,66,957,1,299.98,299.98
165,66,403,1,129.99,129.99
166,67,502,3,150,50
167,68,957,1,299.98,299.98
168,69,365,4,239.96,59.99
169,70,1073,1,199.99,199.99
170,70,403,1,129.99,129.99
171,70,957,1,299.98,299.98
172,71,191,5,499.95,99.99
173,71,365,2,119.98,59.99
174,71,627,1,39.99,39.99
175,72,627,2,79.98,39.99
176,72,1073,1,199.99,199.99
177,72,572,3,119.97,39.99
178,72,835,2,63.98,31.99
179,73,1014,5,249.9,49.98
180,73,1014,5,249.9,49.98
181,73,1014,5,249.9,49.98
182,73,403,1,129.99,129.99
183,73,191,4,399.96,99.99
184,74,365,2,119.98,59.99
185,75,403,1,129.99,129.99
186,75,502,1,50,50
187,75,502,4,200,50
188,75,1004,1,399.98,399.98
189,77,1014,2,99.96,49.98
190,77,365,5,299.95,59.99
191,77,191,1,99.99,99.99
192,77,403,1,129.99,129.99
193,77,502,2,100,50
194,81,627,5,199.95,39.99
195,81,627,3,119.97,39.99
196,81,1014,4,199.92,49.98
197,81,403,1,129.99,129.99
198,83,1073,1,199.99,199.99
199,84,1004,1,399.98,399.98
200,84,191,5,499.95,99.99
201,84,627,5,199.95,39.99
202,84,502,4,200,50
203,84,1073,1,199.99,199.99
204,87,627,3,119.97,39.99
205,88,403,1,129.99,129.99
206,88,1014,3,149.94,49.98
207,91,1004,1,399.98,399.98
208,91,365,5,299.95,59.99
209,92,1014,4,199.92,49.98
210,93,778,4,99.96,24.99
211,94,1004,1,399.98,399.98
212,94,627,4,159.96,39.99
213,94,403,1,129.99,129.99
214,94,1014,1,49.98,49.98
215,95,627,5,199.95,39.99
216,96,1014,2,99.96,49.98
217,96,957,1,299.98,299.98
218,96,403,1,129.99,129.99
219,97,886,5,124.95,24.99
220,98,403,1,129.99,129.99
221,98,502,2,100,50
222,99,191,5,499.95,99.99
223,99,502,4,200,50
224,99,1073,1,199.99,199.99
225,99,1073,1,199.99,199.99
226,100,403,1,129.99,129.99
227,100,365,2,119.98,59.99
228,100,191,3,299.97,99.99
229,101,191,1,99.99,99.99
230,101,957,1,299.98,299.98
231,101,1073,1,199.99,199.99
232,101,957,1,299.98,299.98
233,103,365,5,299.95,59.99
234,103,403,1,129.99,129.99
235,103,1004,1,399.98,399.98
236,104,403,1,129.99,129.99
237,104,957,1,299.98,299.98
238,104,365,2,119.98,59.99
239,105,403,1,129.99,129.99
240,105,365,3,179.97,59.99
241,105,365,2,119.98,59.99
242,106,191,1,99.99,99.99
243,107,565,4,280,70
244,107,502,5,250,50
245,107,403,1,129.99,129.99
246,107,627,2,79.98,39.99
247,107,957,1,299.98,299.98
248,110,278,1,44.99,44.99
249,110,365,4,239.96,59.99
250,110,1073,1,199.99,199.99
251,110,365,1,59.99,59.99
252,110,502,1,50,50
253,111,1014,5,249.9,49.98
254,112,1014,2,99.96,49.98
255,112,642,4,120,30
256,112,365,2,119.98,59.99
257,112,1004,1,399.98,399.98
258,112,365,4,239.96,59.99
259,113,627,3,119.97,39.99
260,113,1014,1,49.98,49.98
261,113,957,1,299.98,299.98
262,113,1014,3,149.94,49.98
263,114,365,4,239.96,59.99
264,115,957,1,299.98,299.98
265,115,957,1,299.98,299.98
266,116,957,1,299.98,299.98
267,116,135,3,66,22
268,116,1014,2,99.96,49.98
269,116,191,2,199.98,99.99
270,116,403,1,129.99,129.99
271,117,1004,1,399.98,399.98
272,117,135,3,66,22
273,117,365,2,119.98,59.99
274,117,1014,4,199.92,49.98
275,118,403,1,129.99,129.99
276,118,403,1,129.99,129.99
277,118,502,1,50,50
278,119,821,3,155.97,51.99
279,119,403,1,129.99,129.99
280,119,1014,4,199.92,49.98
281,120,1004,1,399.98,399.98
282,120,502,5,250,50
283,120,191,1,99.99,99.99
284,120,365,1,59.99,59.99
285,121,957,1,299.98,299.98
286,121,957,1,299.98,299.98
287,121,365,3,179.97,59.99
288,121,502,5,250,50
289,122,191,1,99.99,99.99
290,122,627,1,39.99,39.99
291,122,957,1,299.98,299.98
292,122,1004,1,399.98,399.98
293,122,1014,2,99.96,49.98
294,123,627,5,199.95,39.99
295,123,502,4,200,50
296,123,403,1,129.99,129.99
297,124,1004,1,399.98,399.98
298,127,403,1,129.99,129.99
299,127,1004,1,399.98,399.98
300,127,502,1,50,50
301,129,1014,5,249.9,49.98
302,130,365,3,179.97,59.99
303,130,502,3,150,50
304,130,1014,2,99.96,49.98
305,130,1073,1,199.99,199.99
306,131,1004,1,399.98,399.98
307,131,957,1,299.98,299.98
308,131,93,5,124.95,24.99
309,132,1014,1,49.98,49.98
310,132,278,3,134.97,44.99
311,132,502,5,250,50
312,132,365,3,179.97,59.99
313,133,502,2,100,50
314,133,365,4,239.96,59.99
315,133,365,5,299.95,59.99
316,134,365,1,59.99,59.99
317,135,627,1,39.99,39.99
318,135,365,2,119.98,59.99
319,135,502,1,50,50
320,136,957,1,299.98,299.98
321,137,365,5,299.95,59.99
322,137,365,5,299.95,59.99
323,139,502,1,50,50
324,139,1004,1,399.98,399.98
325,139,804,3,59.97,19.99
326,140,1073,1,199.99,199.99
327,140,957,1,299.98,299.98
328,140,1004,1,399.98,399.98
329,140,627,5,199.95,39.99
330,140,502,3,150,50
331,141,564,3,90,30
332,141,502,2,100,50
333,141,1014,2,99.96,49.98
334,142,403,1,129.99,129.99
335,143,191,2,199.98,99.99
336,143,365,4,239.96,59.99
337,143,957,1,299.98,299.98
338,143,1004,1,399.98,399.98
339,145,917,5,109.95,21.99
340,145,403,1,129.99,129.99
341,145,1014,1,49.98,49.98
342,146,502,3,150,50
343,146,403,1,129.99,129.99
344,146,957,1,299.98,299.98
345,146,1014,1,49.98,49.98
346,147,403,1,129.99,129.99
347,147,191,3,299.97,99.99
348,148,502,2,100,50
349,148,502,5,250,50
350,148,403,1,129.99,129.99
351,149,365,3,179.97,59.99
352,149,1014,5,249.9,49.98
353,150,403,1,129.99,129.99
354,151,502,2,100,50
355,151,835,3,95.97,31.99
356,151,403,1,129.99,129.99
357,152,792,2,29.98,14.99
358,152,1073,1,199.99,199.99
359,152,191,1,99.99,99.99
360,152,627,4,159.96,39.99
361,152,917,4,87.96,21.99
362,154,957,1,299.98,299.98
363,154,403,1,129.99,129.99
364,154,1014,5,249.9,49.98
365,154,365,2,119.98,59.99
366,155,365,2,119.98,59.99
367,156,1014,1,49.98,49.98
368,157,191,2,199.98,99.99
369,158,1004,1,399.98,399.98
370,159,1014,3,149.94,49.98
371,159,797,3,53.97,17.99
372,159,365,5,299.95,59.99
373,159,191,4,399.96,99.99
374,159,403,1,129.99,129.99
375,160,191,2,199.98,99.99
376,161,502,2,100,50
377,161,502,1,50,50
378,161,1004,1,399.98,399.98
379,161,1073,1,199.99,199.99
380,162,957,1,299.98,299.98
381,162,957,1,299.98,299.98
382,162,957,1,299.98,299.98
383,162,403,1,129.99,129.99
384,163,775,4,39.96,9.99
385,163,365,2,119.98,59.99
386,164,365,5,299.95,59.99
387,164,403,1,129.99,129.99
388,164,365,5,299.95,59.99
389,164,191,4,399.96,99.99
390,164,365,4,239.96,59.99
391,165,276,2,63.98,31.99
392,165,191,4,399.96,99.99
393,165,191,5,499.95,99.99
394,165,365,4,239.96,59.99
395,165,403,1,129.99,129.99
396,166,627,4,159.96,39.99
397,166,365,1,59.99,59.99
398,166,1073,1,199.99,199.99
399,166,1073,1,199.99,199.99
400,167,1073,1,199.99,199.99
401,167,365,2,119.98,59.99
402,167,1004,1,399.98,399.98
403,167,1073,1,199.99,199.99
404,168,191,4,399.96,99.99
405,168,957,1,299.98,299.98
406,170,1014,2,99.96,49.98
407,170,365,4,239.96,59.99
408,170,403,1,129.99,129.99
409,170,365,1,59.99,59.99
410,170,191,1,99.99,99.99
411,171,627,1,39.99,39.99
412,171,191,5,499.95,99.99
413,171,1004,1,399.98,399.98
414,171,365,5,299.95,59.99
415,172,191,3,299.97,99.99
416,172,1073,1,199.99,199.99
417,172,365,1,59.99,59.99
418,172,365,1,59.99,59.99
419,172,1073,1,199.99,199.99
420,173,235,4,139.96,34.99
421,174,365,1,59.99,59.99
422,174,1073,1,199.99,199.99
423,174,957,1,299.98,299.98
424,174,804,5,99.95,19.99
425,175,957,1,299.98,299.98
426,175,627,3,119.97,39.99
427,177,191,1,99.99,99.99
428,177,191,2,199.98,99.99
429,177,1004,1,399.98,399.98
430,177,1014,2,99.96,49.98
431,178,1014,1,49.98,49.98
432,178,1004,1,399.98,399.98
433,179,365,4,239.96,59.99
434,180,403,1,129.99,129.99
435,180,1014,2,99.96,49.98
436,180,191,2,199.98,99.99
437,180,1073,1,199.99,199.99
438,180,1004,1,399.98,399.98
439,181,905,3,74.97,24.99
440,181,957,1,299.98,299.98
441,181,502,2,100,50
442,181,627,1,39.99,39.99
443,182,1004,1,399.98,399.98
444,184,191,1,99.99,99.99
445,184,627,5,199.95,39.99
446,184,502,4,200,50
447,184,1014,3,149.94,49.98
448,184,134,2,50,25
449,185,1014,4,199.92,49.98
450,185,365,3,179.97,59.99
451,185,771,4,159.96,39.99
452,186,1004,1,399.98,399.98
453,186,957,1,299.98,299.98
454,188,1073,1,199.99,199.99
455,188,1004,1,399.98,399.98
456,188,1014,2,99.96,49.98
457,188,1004,1,399.98,399.98
458,188,502,4,200,50
459,189,403,1,129.99,129.99
460,189,365,5,299.95,59.99
461,189,191,3,299.97,99.99
462,190,957,1,299.98,299.98
463,190,1004,1,399.98,399.98
464,190,627,4,159.96,39.99
465,191,627,1,39.99,39.99
466,192,821,1,51.99,51.99
467,192,957,1,299.98,299.98
468,192,1004,1,399.98,399.98
469,192,1004,1,399.98,399.98
470,193,1073,1,199.99,199.99
471,193,502,3,150,50
472,193,191,4,399.96,99.99
473,193,1004,1,399.98,399.98
474,194,627,3,119.97,39.99
475,194,1004,1,399.98,399.98
476,194,1014,1,49.98,49.98
477,194,403,1,129.99,129.99
478,195,835,4,127.96,31.99
479,195,1014,5,249.9,49.98
480,195,1073,1,199.99,199.99
481,196,365,4,239.96,59.99
482,197,502,5,250,50
483,197,403,1,129.99,129.99
484,198,191,4,399.96,99.99
485,200,502,5,250,50
486,200,191,2,199.98,99.99
487,200,403,1,129.99,129.99
488,200,1014,5,249.9,49.98
489,200,403,1,129.99,129.99
490,201,1014,5,249.9,49.98
491,201,1014,4,199.92,49.98
492,202,135,3,66,22
493,202,403,1,129.99,129.99
494,204,365,3,179.97,59.99
495,204,627,5,199.95,39.99
496,204,365,1,59.99,59.99
497,205,365,1,59.99,59.99
498,205,1004,1,399.98,399.98
499,206,1073,1,199.99,199.99
500,206,1004,1,399.98,399.98
501,206,403,1,129.99,129.99
502,207,135,2,44,22
503,207,502,3,150,50
504,207,191,1,99.99,99.99
505,207,191,5,499.95,99.99
506,207,627,5,199.95,39.99
507,208,403,1,129.99,129.99
508,209,365,2,119.98,59.99
509,209,172,2,60,30
510,209,1004,1,399.98,399.98
511,209,957,1,299.98,299.98
512,209,365,1,59.99,59.99
513,211,172,1,30,30
514,211,822,5,239.95,47.99
515,211,191,1,99.99,99.99
516,212,627,4,159.96,39.99
517,213,957,1,299.98,299.98
518,213,365,5,299.95,59.99
519,213,502,2,100,50
520,214,627,4,159.96,39.99
521,214,1014,5,249.9,49.98
522,214,191,2,199.98,99.99
523,214,627,2,79.98,39.99
524,215,1073,1,199.99,199.99
525,216,627,3,119.97,39.99
526,216,957,1,299.98,299.98
527,216,957,1,299.98,299.98
528,216,778,3,74.97,24.99
529,219,502,5,250,50
530,219,1014,2,99.96,49.98
531,220,1004,1,399.98,399.98
532,220,1004,1,399.98,399.98
533,220,502,2,100,50
534,220,828,1,31.99,31.99
535,221,502,4,200,50
536,221,403,1,129.99,129.99
537,221,627,5,199.95,39.99
538,221,1004,1,399.98,399.98
539,221,403,1,129.99,129.99
540,222,191,4,399.96,99.99
541,222,365,2,119.98,59.99
542,223,365,5,299.95,59.99
543,223,191,1,99.99,99.99
544,223,365,1,59.99,59.99
545,223,627,3,119.97,39.99
546,223,1073,1,199.99,199.99
547,224,627,1,39.99,39.99
548,225,1073,1,199.99,199.99
549,225,1073,1,199.99,199.99
550,225,403,1,129.99,129.99
551,226,1004,1,399.98,399.98
552,226,403,1,129.99,129.99
553,226,365,4,239.96,59.99
554,226,502,3,150,50
555,227,191,4,399.96,99.99
556,227,828,3,95.97,31.99
557,228,365,2,119.98,59.99
558,228,1004,1,399.98,399.98
559,228,627,3,119.97,39.99
560,228,1014,2,99.96,49.98
561,228,977,2,59.98,29.99
562,229,1014,5,249.9,49.98
563,229,564,2,60,30
564,229,502,3,150,50
565,229,502,5,250,50
566,230,502,2,100,50
567,231,1014,1,49.98,49.98
568,231,403,1,129.99,129.99
569,231,627,2,79.98,39.99
570,231,957,1,299.98,299.98
571,232,365,2,119.98,59.99
572,232,835,1,31.99,31.99
573,232,1073,1,199.99,199.99
574,234,627,2,79.98,39.99
575,234,775,1,9.99,9.99
576,235,1004,1,399.98,399.98
577,236,1004,1,399.98,399.98
578,236,627,4,159.96,39.99
579,236,365,3,179.97,59.99
580,237,403,1,129.99,129.99
581,237,365,4,239.96,59.99
582,237,1073,1,199.99,199.99
583,237,502,1,50,50
584,237,365,3,179.97,59.99
585,238,365,4,239.96,59.99
586,238,403,1,129.99,129.99
587,238,823,2,103.98,51.99
588,238,365,4,239.96,59.99
589,239,957,1,299.98,299.98
590,239,627,2,79.98,39.99
591,239,1014,3,149.94,49.98
592,239,957,1,299.98,299.98
593,240,502,4,200,50
594,240,1014,5,249.9,49.98
595,240,365,3,179.97,59.99
596,240,1073,1,199.99,199.99
597,241,957,1,299.98,299.98
598,241,1004,1,399.98,399.98
599,241,627,1,39.99,39.99
600,242,1073,1,199.99,199.99
601,242,502,1,50,50
602,242,627,2,79.98,39.99
603,243,1004,1,399.98,399.98
604,243,775,3,29.97,9.99
605,243,957,1,299.98,299.98
606,243,1004,1,399.98,399.98
607,243,1014,1,49.98,49.98
608,244,403,1,129.99,129.99
609,244,1014,2,99.96,49.98
610,244,1004,1,399.98,399.98
611,244,1014,1,49.98,49.98
612,245,1004,1,399.98,399.98
613,246,403,1,129.99,129.99
614,246,957,1,299.98,299.98
615,246,1004,1,399.98,399.98
616,246,403,1,129.99,129.99
617,246,818,1,47.99,47.99
618,247,1004,1,399.98,399.98
619,247,502,4,200,50
620,247,957,1,299.98,299.98
621,247,1014,2,99.96,49.98
622,248,191,1,99.99,99.99
623,248,1014,4,199.92,49.98
624,249,1073,1,199.99,199.99
625,249,502,2,100,50
626,249,1004,1,399.98,399.98
627,249,502,4,200,50
628,250,365,4,239.96,59.99
629,250,365,4,239.96,59.99
630,251,403,1,129.99,129.99
631,252,1073,1,199.99,199.99
632,252,502,1,50,50
633,252,365,2,119.98,59.99
634,252,403,1,129.99,129.99
635,253,502,1,50,50
636,253,191,1,99.99,99.99
637,253,191,2,199.98,99.99
638,253,957,1,299.98,299.98
639,254,365,2,119.98,59.99
640,254,502,5,250,50
641,254,502,2,100,50
642,255,1014,4,199.92,49.98
643,255,191,4,399.96,99.99
644,255,1014,3,149.94,49.98
645,255,403,1,129.99,129.99
646,256,1014,1,49.98,49.98
647,256,957,1,299.98,299.98
648,256,365,1,59.99,59.99
649,256,627,3,119.97,39.99
650,256,365,1,59.99,59.99
651,257,191,2,199.98,99.99
652,257,502,3,150,50
653,257,627,4,159.96,39.99
654,259,502,1,50,50
655,259,365,4,239.96,59.99
656,259,365,2,119.98,59.99
657,260,191,2,199.98,99.99
658,260,502,5,250,50
659,262,403,1,129.99,129.99
660,262,134,2,50,25
661,262,1014,4,199.92,49.98
662,262,191,5,499.95,99.99
663,263,502,2,100,50
664,264,1004,1,399.98,399.98
665,264,365,5,299.95,59.99
666,264,1073,1,199.99,199.99
667,265,502,3,150,50
668,265,771,5,199.95,39.99
669,265,502,1,50,50
670,265,502,2,100,50
671,265,403,1,129.99,129.99
672,266,1073,1,199.99,199.99
673,267,191,3,299.97,99.99
674,268,365,1,59.99,59.99
675,268,365,3,179.97,59.99
676,269,502,3,150,50
677,271,1014,2,99.96,49.98
678,271,191,3,299.97,99.99
679,271,365,4,239.96,59.99
680,271,502,1,50,50
681,271,191,2,199.98,99.99
682,272,818,4,191.96,47.99
683,273,1073,1,199.99,199.99
684,273,957,1,299.98,299.98
685,273,403,1,129.99,129.99
686,274,957,1,299.98,299.98
687,274,191,1,99.99,99.99
688,274,365,1,59.99,59.99
689,275,365,4,239.96,59.99
690,275,365,5,299.95,59.99
691,275,172,3,90,30
692,275,1004,1,399.98,399.98
693,277,627,2,79.98,39.99
694,277,403,1,129.99,129.99
695,278,365,5,299.95,59.99
696,278,797,2,35.98,17.99
697,278,627,5,199.95,39.99
698,278,502,4,200,50
699,279,191,2,199.98,99.99
700,280,403,1,129.99,129.99
701,281,957,1,299.98,299.98
702,281,365,4,239.96,59.99
703,281,191,3,299.97,99.99
704,281,1014,3,149.94,49.98
705,282,365,5,299.95,59.99
706,283,627,3,119.97,39.99
707,283,1014,4,199.92,49.98
708,283,1014,1,49.98,49.98
709,283,1073,1,199.99,199.99
710,284,1004,1,399.98,399.98
711,284,191,3,299.97,99.99
712,284,1004,1,399.98,399.98
713,284,1014,1,49.98,49.98
714,284,1014,4,199.92,49.98
715,285,403,1,129.99,129.99
716,285,1073,1,199.99,199.99
717,286,403,1,129.99,129.99
718,286,365,1,59.99,59.99
719,286,1073,1,199.99,199.99
720,287,403,1,129.99,129.99
721,287,365,1,59.99,59.99
722,287,1004,1,399.98,399.98
723,287,957,1,299.98,299.98
724,287,627,5,199.95,39.99
725,288,191,1,99.99,99.99
726,289,191,3,299.97,99.99
727,289,191,4,399.96,99.99
728,289,1073,1,199.99,199.99
729,289,403,1,129.99,129.99
730,289,1073,1,199.99,199.99
731,290,627,5,199.95,39.99
732,290,917,3,65.97,21.99
733,292,1073,1,199.99,199.99
734,292,1073,1,199.99,199.99
735,292,1014,4,199.92,49.98
736,292,957,1,299.98,299.98
737,292,1004,1,399.98,399.98
738,293,627,4,159.96,39.99
739,293,403,1,129.99,129.99
740,293,403,1,129.99,129.99
741,294,1014,5,249.9,49.98
742,294,792,4,59.96,14.99
743,294,957,1,299.98,299.98
744,295,627,5,199.95,39.99
745,296,1014,1,49.98,49.98
746,296,116,2,89.98,44.99
747,297,1014,3,149.94,49.98
748,297,1073,1,199.99,199.99
749,297,134,1,25,25
750,297,365,5,299.95,59.99
751,299,627,1,39.99,39.99
752,300,116,1,44.99,44.99
753,300,957,1,299.98,299.98
754,300,1073,1,199.99,199.99
755,301,627,1,39.99,39.99
756,301,1004,1,399.98,399.98
757,302,1014,1,49.98,49.98
758,302,957,1,299.98,299.98
759,302,403,1,129.99,129.99
760,303,1073,1,199.99,199.99
761,303,502,5,250,50
762,304,365,5,299.95,59.99
763,304,1004,1,399.98,399.98
764,304,365,2,119.98,59.99
765,304,1073,1,199.99,199.99
766,305,116,1,44.99,44.99
767,306,191,1,99.99,99.99
768,306,403,1,129.99,129.99
769,307,191,3,299.97,99.99
770,307,365,2,119.98,59.99
771,307,502,5,250,50
772,307,403,1,129.99,129.99
773,307,906,2,49.98,24.99
774,308,365,5,299.95,59.99
775,308,365,4,239.96,59.99
776,311,1014,3,149.94,49.98
777,311,282,5,159.95,31.99
778,311,1004,1,399.98,399.98
779,311,365,4,239.96,59.99
780,311,818,2,95.98,47.99
781,312,957,1,299.98,299.98
782,312,897,3,74.97,24.99
783,313,627,2,79.98,39.99
784,313,1014,2,99.96,49.98
785,314,1073,1,199.99,199.99
786,314,957,1,299.98,299.98
787,314,567,5,125,25
788,314,365,2,119.98,59.99
789,315,1014,3,149.94,49.98
790,315,365,1,59.99,59.99
791,315,1073,1,199.99,199.99
792,315,191,4,399.96,99.99
793,316,403,1,129.99,129.99
794,318,403,1,129.99,129.99
795,319,627,5,199.95,39.99
796,319,627,3,119.97,39.99
797,320,403,1,129.99,129.99
798,320,1073,1,199.99,199.99
799,321,365,5,299.95,59.99
800,323,365,3,179.97,59.99
801,323,1004,1,399.98,399.98
802,323,1014,5,249.9,49.98
803,323,403,1,129.99,129.99
804,324,1004,1,399.98,399.98
805,324,1014,4,199.92,49.98
806,324,502,5,250,50
807,325,835,4,127.96,31.99
808,325,1014,3,149.94,49.98
809,326,627,2,79.98,39.99
810,326,365,4,239.96,59.99
811,327,502,3,150,50
812,327,1073,1,199.99,199.99
813,327,365,2,119.98,59.99
814,327,403,1,129.99,129.99
815,327,365,4,239.96,59.99
816,328,1073,1,199.99,199.99
817,328,278,5,224.95,44.99
818,328,365,1,59.99,59.99
819,330,957,1,299.98,299.98
820,330,1014,1,49.98,49.98
821,330,365,3,179.97,59.99
822,330,1014,1,49.98,49.98
823,330,403,1,129.99,129.99
824,332,502,3,150,50
825,332,1073,1,199.99,199.99
826,332,365,5,299.95,59.99
827,333,365,1,59.99,59.99
828,333,191,2,199.98,99.99
829,333,957,1,299.98,299.98
830,333,403,1,129.99,129.99
831,334,191,5,499.95,99.99
832,334,502,2,100,50
833,335,1004,1,399.98,399.98
834,335,365,4,239.96,59.99
835,335,191,3,299.97,99.99
836,335,365,1,59.99,59.99
837,335,1014,4,199.92,49.98
838,336,957,1,299.98,299.98
839,337,1014,5,249.9,49.98
840,337,502,3,150,50
841,338,191,4,399.96,99.99
842,338,957,1,299.98,299.98
843,338,365,4,239.96,59.99
844,338,627,4,159.96,39.99
845,339,924,1,15.99,15.99
846,339,365,5,299.95,59.99
847,339,1004,1,399.98,399.98
848,339,977,1,29.99,29.99
849,342,365,2,119.98,59.99
850,343,502,5,250,50
851,343,502,4,200,50
852,343,403,1,129.99,129.99
853,345,957,1,299.98,299.98
854,345,1004,1,399.98,399.98
855,345,1004,1,399.98,399.98
856,347,502,3,150,50
857,348,1073,1,199.99,199.99
858,349,1073,1,199.99,199.99
859,349,403,1,129.99,129.99
860,349,502,2,100,50
861,349,191,5,499.95,99.99
862,350,365,5,299.95,59.99
863,350,1073,1,199.99,199.99
864,350,1014,2,99.96,49.98
865,350,365,3,179.97,59.99
866,350,1014,1,49.98,49.98
867,351,1014,3,149.94,49.98
868,351,1004,1,399.98,399.98
869,351,403,1,129.99,129.99
870,351,191,3,299.97,99.99
871,351,924,4,63.96,15.99
872,352,365,1,59.99,59.99
873,352,1004,1,399.98,399.98
874,352,821,5,259.95,51.99
875,352,627,1,39.99,39.99
876,352,1004,1,399.98,399.98
877,353,365,3,179.97,59.99
878,353,1014,4,199.92,49.98
879,353,1014,1,49.98,49.98
880,353,403,1,129.99,129.99
881,354,957,1,299.98,299.98
882,355,957,1,299.98,299.98
883,355,1014,5,249.9,49.98
884,356,1014,4,199.92,49.98
885,356,502,1,50,50
886,356,565,2,140,70
